seller_id,total_orders,late_orders,bad_reviews,avg_review_score,avg_days_late,revenue_at_risk
8d956fec2e4337affcb520f56fd8cbfd,210,23,23,4.21,-9.96,2061.89
d23019c84ffae2d5ef2270367b8605fc,39,1,2,4.41,-13.66,2056.9
612170e34b97004b3ba37eae81836b4c,107,2,8,4.43,-17.68,2054.8
e5a3438891c0bfdb9394643f95273d8e,216,46,52,3.87,-5.89,2052.2
dd55f1bb788714a40e7954c3be6df745,35,6,7,3.81,-8.83,2035.74
c8b0e2b0a7095e5d8219575d5e7e1181,84,6,13,4.05,-10.11,2031.86
d94a40fd42351c259927028d163af842,100,4,13,4.13,-13.48,2028.3
09f952a5f58d2285b0372551ae8f9b01,50,3,9,3.88,-11.41,2016.19
669ae81880e08f269a64487cfb287169,161,7,27,4.12,-13.64,2015.74
8ae520247981aa06bc94abddf5f46d34,65,1,6,4.45,-15.71,2014.0
e96498ed8daaa3e9c23f7a62da76591c,34,5,7,3.94,-9.55,2012.13
2a261b5b644fa05f4f2700eb93544f2c,51,19,30,3.34,-8.11,2010.0
b18dc380845b24038cfc48006478f099,43,7,4,4.3,-10.3,1992.23
f46490624488d3ff7ce78613913a7711,80,10,25,3.57,-8.45,1979.39
8b28d096634035667e8263d57ba3368c,139,20,26,3.9,-9.59,1972.1
751bdc4d83a466c7206cd42e8f426b03,51,1,20,3.63,-10.9,1969.43
bbad7e518d7af88a0897397ffdca1979,68,19,37,3.05,-6.34,1952.0
ea67327e24487bdfac5fbfa37ea124df,32,1,8,3.56,-14.54,1949.28
3db66a856d18a9cba7c9241fc5221c50,94,11,10,4.17,-11.39,1941.3
b1fc4f64df5a0e8b6913ab38803c57a9,107,14,24,3.78,-9.04,1937.75
7a241947449cc45dbfda4f9d0798d9d0,56,4,14,3.78,-14.62,1935.98
8e8a7ce9f2f970dc00e2acf6f6e199f6,63,7,8,3.98,-10.14,1898.0
2b3e4a2a3ea8e01938cabda2a3e5cc79,52,0,4,4.39,-11.26,1897.94
dd2bdf855a9172734fbc3744021ae9b9,105,6,20,3.82,-22.28,1897.8
f262cbc1c910c83959f849465454ddd3,189,19,31,4.12,-9.2,1848.98
9de4643a8dbde634fe55621059d92273,72,5,5,4.53,-10.92,1843.93
aaed1309374718fdd995ee4c58c9dfcd,104,3,15,4.05,-16.62,1841.7
ef990a83bbea832f36ebe81376335aa8,43,11,11,3.66,-7.81,1823.19
fa40cc5b934574b62717c68f3d678b6d,304,20,28,4.44,-10.7,1816.72
ff1fb4c404b2efe68b03350a8dc24122,46,7,8,4.06,-7.98,1777.0
8e6cc767478edae941d9bd9eb778d77a,100,8,17,4.03,-12.93,1775.09
4e17c65a516f69d023a2ae78b84f28d6,61,8,15,4.08,-20.09,1772.7
36a968b544695394e4e9d7572688598f,148,7,34,3.73,-11.7,1754.28
bd23da7354813347129d751591d1a6e2,86,4,13,4.14,-9.55,1727.6
3c487ae8f8d7542beff5788e2e0aea83,30,1,6,3.91,-10.32,1711.4
602044f2c16190c2c6e45eb35c2e21cb,48,15,25,3.0,-7.11,1710.34
9b013e03b2ab786505a1d3b5c0756754,170,12,36,4.06,-9.41,1705.97
e882b2a25a10b9c057cc49695f222c19,57,0,3,4.6,-18.28,1700.99
81a1104df0f08b59c68aa5b03cfe398e,72,4,5,4.31,-13.04,1699.4
624f4ece8da4aafb77699233d480f8ef,52,4,7,4.19,-10.28,1680.0
05ff92fedb5be47920fea08e501238b9,57,3,3,4.24,-16.68,1663.46
85d9eb9ddc5d00ca9336a2219c97bb13,499,18,48,4.21,-15.05,1656.32
4e7c18b98d84e05cbae3ff0ff03846c2,81,4,16,4.18,-12.38,1650.9
e62b2d6ac10570a035a30bafcf01d263,62,11,13,3.83,-8.48,1646.09
b499c00f28f4b7069ff6550af8c1348a,147,21,19,4.23,-11.39,1644.67
66922902710d126a0e7d26b0e3805106,150,11,9,4.47,-9.55,1607.0
01cf7e3d21494c41fb86034f2e714fa1,59,3,7,4.19,-14.51,1598.86
fcb5ace8bcc92f75707dc0f01a27d269,59,2,10,3.91,-8.53,1598.84
744dac408745240a2c2528fb1b6028f3,78,1,3,4.55,-16.14,1595.0
128639473a139ac0f3e5f5ade55873a5,527,35,60,4.2,-11.55,1575.45
0d85bbda9889ce1f7e63778d24f346eb,51,11,6,4.21,-9.36,1571.5
d13e50eaa47b4cbe9eb81465865d8cfc,66,14,2,4.81,-4.16,1571.22
891071be6ba827b591264c90c2ae8a63,85,15,21,3.87,-10.82,1548.75
b2479f944e1b90cf8a5de1bbfde284d6,101,19,45,3.32,-7.83,1542.51
beadbee30901a7f61d031b6b686095ad,64,16,12,3.94,-8.95,1542.0
2e1c9f22be269ef4643f826c9e650a52,161,11,18,4.24,-9.78,1527.79
b372ee768ed69e46ca8cdbd267aa7a38,63,0,7,4.4,-18.55,1525.0
e24fc9fcd865784fb25705606fe3dfe7,51,4,6,4.18,-12.76,1515.0
6c177e38df6d3f34182b1f1d427231bf,53,2,7,4.15,-14.07,1514.0
4830e40640734fc1c52cd21127c341d4,204,14,24,4.19,-10.47,1512.75
7ea5bfa6c340f58f8e71fc1f0412b0d6,96,7,11,4.14,-9.5,1508.85
01fdefa7697d26ad920e9e0346d4bd1b,128,8,7,4.37,-12.99,1495.18
febab0275244b9a49a623f0bd613ca2f,106,5,15,4.32,-11.07,1495.06
92eb0f42c21942b6552362b9b114707d,334,27,57,3.96,-9.73,1490.63
95e03ca3d4146e4011985981aeb959b9,172,6,29,4.01,-14.52,1486.71
d6b1ce66b035a475f00c017792ff9769,92,8,13,4.17,-11.94,1478.88
48436dade18ac8b2bce089ec2a041202,134,10,18,4.13,-9.39,1461.3
2a1348e9addc1af5aaa619b1a3679d6b,48,15,20,3.04,1.35,1459.2
5a8e7d5003a1f221f9e1d6e411de7c23,137,11,20,4.19,-11.78,1447.5
34056b8b55c1775a22af2331670a799c,77,9,11,4.04,-10.2,1447.4
6edacfd9f9074789dad6d62ba7950b9c,205,12,19,4.39,-11.02,1440.6
cac4c8e7b1ca6252d8f20b2fc1a2e4af,74,20,23,3.55,-4.27,1439.67
7b07b3c7487f0ea825fc6df75abd658b,91,4,10,4.4,-10.35,1438.92
b92e3c8f9738272ff7c59e111e108d7c,62,2,14,4.07,-42.71,1438.6
1c129092bf23f28a5930387c980c0dfc,200,11,27,4.18,-9.56,1437.15
e2aee0892199b1d92530e371abd825bf,36,5,9,3.9,-12.67,1437.09
f80edd2c5aaa505cc4b0a3b219abf4b8,116,8,17,4.14,-11.44,1435.0
1da3aeb70d7989d1e6d9b0e887f97c23,261,16,51,4.07,-10.96,1424.5
8648b1e89e9b349e32d3741b30ec737e,93,10,15,4.13,-11.18,1409.55
4371b634e0efc0e22b09b52907d9d469,101,8,9,4.44,-10.08,1394.0
40d54b51e962dbe09cabbcfd33298dee,30,0,7,3.9,-11.82,1391.5
048c2757535328e0d7dac690ad3c0aae,50,7,7,4.24,-9.29,1371.2
5cf13accae3222c70a9cac40818ae839,148,5,12,4.46,-13.77,1366.5
1f9ab4708f3056ede07124aad39a2554,76,4,6,4.11,-12.82,1364.2
12b9676b00f60f3b700e83af21824c0e,133,3,6,4.53,-20.41,1342.0
2a84855fd20af891be03bc5924d2b453,155,5,13,4.36,-11.8,1321.7
b1a81260566c1bac3114a6d124413f27,51,1,8,4.22,-16.08,1319.1
17ca9b9e9b9ef8fdb529001b49ebb50f,115,3,19,4.04,-13.33,1317.37
72c5da29406b4234927b81855e7b64f6,31,1,4,4.13,-15.89,1308.96
06579cb253ecd5a3a12a9e6eb6bf8f47,61,11,16,3.84,-8.38,1294.9
688756f717c462a206ad854c5027a64a,81,9,18,3.78,-6.97,1292.82
3bb548e3cb7f70f28e3f11ee9dce0e59,46,0,9,3.98,-17.15,1288.84
2c9e548be18521d1c43cde1c582c6de8,124,29,32,3.95,-6.25,1287.7
71039d19d4303bf9054d69e9a9236699,35,10,9,3.68,-6.55,1268.8
066a6914e1ebf3ea95a216c73a986b91,66,3,11,3.97,-16.15,1249.76
5b179e9e8cc7ab6fd113a46ca584da81,34,3,9,3.51,-12.96,1241.1
5b8154610ebb21fb90eb587365e673df,37,6,5,4.17,-8.57,1239.92
3c7c4a49ec3c6550809089c6a2ca9370,139,13,43,3.72,-8.69,1236.53
d921b68bf747894be13a97ae52b0f386,77,1,4,4.56,-15.35,1232.0
63b464dbf392c7b80d12d932fa7cafed,36,2,7,3.76,-14.15,1223.0
58f1a6197ed863543e0136bdedb3fce2,42,1,6,4.12,-14.7,1221.0
b4ffb71f0cb1b1c3d63fad021ecf93e1,143,4,27,4.04,-14.15,1217.72
33a6f4b1e7cdc205511e76ba1b6e0186,105,2,13,4.36,-12.98,1212.92
1127b7f2594683f2510f1c2c834a486b,110,8,20,4.19,-9.96,1209.06
99a54764c341d5dc80b4a8fac4eba3fb,44,15,15,3.51,-9.46,1205.8
2d50d6282f8aa2257819a77bfaa0efe0,42,6,9,3.74,-9.64,1205.79
e26901d5ab434ce92fd9b5c256820a4e,197,5,25,4.14,-12.94,1183.2
d50d79cb34e38265a8649c383dcffd48,70,5,6,4.25,-12.65,1165.92
b14db04aa7881970e83ffa9426897925,78,12,17,3.8,-9.79,1165.0
3be634553519fb6536a03e1358e9fdc7,80,8,17,4.0,-10.12,1158.71
8a32e327fe2c1b3511609d81aaf9f042,126,10,26,3.95,-13.5,1151.67
276677b5d08786d5dce7c2149dcce48b,31,3,11,3.89,-9.5,1150.7
fdb9095204a334cd8872252ffec6f2db,46,3,9,4.13,-11.22,1150.0
8b9d6eec4a7eb7d0f9d579ce0b38324d,48,8,8,4.12,-10.07,1146.8
530ec6109d11eaaf87999465c6afee01,94,1,9,4.32,-16.49,1142.55
